date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:44:23	3206/3206	---M--	200	added ('OK')	image/png	etag:%22c86-5ffbb16894475%22	http://www.dantata-sawoe.com/images/logo.png	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/logo.png	(from http://www.dantata-sawoe.com/)
15:44:31	21732/21732	---MC-	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2014:44:24%20GMT	http://www.dantata-sawoe.com/about	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/about.html	(from http://www.dantata-sawoe.com/)
15:44:31	17654/17654	---MC-	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2014:44:30%20GMT	http://www.dantata-sawoe.com/board-of-directors	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/board-of-directors.html	(from http://www.dantata-sawoe.com/)
15:44:31	35105/35105	---MC-	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2014:44:31%20GMT	http://www.dantata-sawoe.com/data-protection	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/data-protection.html	(from http://www.dantata-sawoe.com/)
15:44:39	19272/19272	---MC-	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2014:44:32%20GMT	http://www.dantata-sawoe.com/road-airstrip-highway-bridge	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/road-airstrip-highway-bridge.html	(from http://www.dantata-sawoe.com/)
15:44:45	18001/18001	---MC-	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2014:44:38%20GMT	http://www.dantata-sawoe.com/residential-industrial-building-construction	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/residential-industrial-building-construction.html	(from http://www.dantata-sawoe.com/)
15:44:45	19681/19681	---MC-	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2014:44:44%20GMT	http://www.dantata-sawoe.com/infrastructural-town-development	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/infrastructural-town-development.html	(from http://www.dantata-sawoe.com/)
15:44:46	16732/16732	---MC-	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2014:44:45%20GMT	http://www.dantata-sawoe.com/irrigation-drainage	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/irrigation-drainage.html	(from http://www.dantata-sawoe.com/)
15:44:47	18841/18841	---MC-	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2014:44:46%20GMT	http://www.dantata-sawoe.com/water-treatment	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/water-treatment.html	(from http://www.dantata-sawoe.com/)
15:44:48	29837/29837	---MC-	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2014:44:47%20GMT	http://www.dantata-sawoe.com/projects	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/projects.html	(from http://www.dantata-sawoe.com/)
15:44:56	16957/16957	---MC-	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2014:44:55%20GMT	http://www.dantata-sawoe.com/contact	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/contact.html	(from http://www.dantata-sawoe.com/)
15:44:56	51898/51898	---MC-	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2014:44:49%20GMT	http://www.dantata-sawoe.com/career	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/career.html	(from http://www.dantata-sawoe.com/)
15:45:04	220/220	---M--	302	error ('Found')	text/html	date:Sat,%2018%20Nov%202023%2014:45:03%20GMT	http://www.dantata-sawoe.com/contact.php	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/contact.16.delayed	(from http://www.dantata-sawoe.com/)
15:45:06	0/-1	---M--	302	error ('')			http://www.dantata-sawoe.com/contact.php	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/contact.18.delayed	(from http://www.dantata-sawoe.com/)
15:45:11	139133/139133	---MC-	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2014:44:48%20GMT	http://www.dantata-sawoe.com/projects-timeline	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/projects-timeline.html	(from http://www.dantata-sawoe.com/)
15:45:11	280087/280087	---M--	200	added ('OK')	image/jpeg	etag:%2244617-5ffbb1da2963b%22	http://www.dantata-sawoe.com/images/slider-main/slider1.jpg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/slider-main/slider1.jpg	(from http://www.dantata-sawoe.com/)
15:45:12	0/-1	---M--	302	error ('')			http://www.dantata-sawoe.com/contact.php	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/contact.1a.delayed	(from http://www.dantata-sawoe.com/)
15:45:18	0/-1	---M--	302	error ('')			http://www.dantata-sawoe.com/contact.php	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/contact.1c.delayed	(from http://www.dantata-sawoe.com/)
15:45:25	90251/90251	---M--	200	added ('OK')	image/jpeg	etag:%221608b-5ffbb1dd6a276%22	http://www.dantata-sawoe.com/images/slider-main/slider4.jpg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/slider-main/slider4.jpg	(from http://www.dantata-sawoe.com/)
15:45:25	0/-1	---M--	302	error ('')			http://www.dantata-sawoe.com/contact.php	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/contact.1e.delayed	(from http://www.dantata-sawoe.com/)
15:45:27	263136/263136	---M--	200	added ('OK')	image/jpeg	etag:%22403e0-5ffbb1dca270a%22	http://www.dantata-sawoe.com/images/slider-main/slider3.jpg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/slider-main/slider3.jpg	(from http://www.dantata-sawoe.com/)
15:45:27	0/-1	---M--	302	error ('')			http://www.dantata-sawoe.com/contact.php	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/contact.20.delayed	(from http://www.dantata-sawoe.com/)
15:45:35	120576/120576	---M--	200	added ('OK')	image/jpeg	etag:%221d700-5ffbb1de2b80b%22	http://www.dantata-sawoe.com/images/slider-main/slider5.jpg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/slider-main/slider5.jpg	(from http://www.dantata-sawoe.com/)
15:45:35	0/-1	---M--	302	error ('')			http://www.dantata-sawoe.com/contact.php	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/contact.22.delayed	(from http://www.dantata-sawoe.com/)
15:45:37	95525/95525	---M--	200	added ('OK')	image/jpeg	etag:%2217525-5ffbb1df88657%22	http://www.dantata-sawoe.com/images/slider-main/slider7.jpg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/slider-main/slider7.jpg	(from http://www.dantata-sawoe.com/)
15:45:37	696863/696863	---M--	200	added ('OK')	image/jpeg	etag:%22aa21f-5ffbb1dc266d9%22	http://www.dantata-sawoe.com/images/slider-main/slider2.jpg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/slider-main/slider2.jpg	(from http://www.dantata-sawoe.com/)
15:45:37	156719/156719	---M--	200	added ('OK')	image/jpeg	etag:%222642f-5ffbb1df092d2%22	http://www.dantata-sawoe.com/images/slider-main/slider6.jpg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/slider-main/slider6.jpg	(from http://www.dantata-sawoe.com/)
15:45:37	1424/1424	---M--	200	added ('OK')	image/png	etag:%22590-5ffbb1a2de1fb%22	http://www.dantata-sawoe.com/images/icon-image/service-icon5.png	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/icon-image/service-icon5.png	(from http://www.dantata-sawoe.com/)
15:45:38	241/241	---M--	302	error ('Found')	text/html	date:Sat,%2018%20Nov%202023%2014:45:37%20GMT	http://www.dantata-sawoe.com/road-airstrip-highway-bridge.php	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/road-airstrip-highway-bridge.php	(from http://www.dantata-sawoe.com/)
15:45:38	1212/1212	---M--	200	added ('OK')	image/png	etag:%224bc-5ffbb1a0ea1d7%22	http://www.dantata-sawoe.com/images/icon-image/service-icon1.png	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/icon-image/service-icon1.png	(from http://www.dantata-sawoe.com/)
15:45:39	257/257	---M--	302	error ('Found')	text/html	date:Sat,%2018%20Nov%202023%2014:45:39%20GMT	http://www.dantata-sawoe.com/residential-industrial-building-construction.php	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/residential-industrial-building-construction.php	(from http://www.dantata-sawoe.com/)
15:45:40	1386/1386	---M--	200	added ('OK')	image/png	etag:%2256a-5ffbb1a195084%22	http://www.dantata-sawoe.com/images/icon-image/service-icon3.png	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/icon-image/service-icon3.png	(from http://www.dantata-sawoe.com/)
15:45:41	245/245	---M--	302	error ('Found')	text/html	date:Sat,%2018%20Nov%202023%2014:45:41%20GMT	http://www.dantata-sawoe.com/infrastructural-town-development.php	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/infrastructural-town-development.php	(from http://www.dantata-sawoe.com/)
15:45:42	196/196	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Nov%202023%2014:45:42%20GMT	http://www.dantata-sawoe.com/images/services/pservice-center.jpg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/services/pservice-center.jpg	(from http://www.dantata-sawoe.com/)
15:45:43	1307/1307	---M--	200	added ('OK')	image/png	etag:%2251b-5ffbb1a236269%22	http://www.dantata-sawoe.com/images/icon-image/service-icon4.png	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/icon-image/service-icon4.png	(from http://www.dantata-sawoe.com/)
15:45:44	232/232	---M--	302	error ('Found')	text/html	date:Sat,%2018%20Nov%202023%2014:45:44%20GMT	http://www.dantata-sawoe.com/irrigation-drainage.php	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/irrigation-drainage.php	(from http://www.dantata-sawoe.com/)
15:45:45	1476/1476	---M--	200	added ('OK')	image/png	etag:%225c4-5ffbb1a2b712f%22	http://www.dantata-sawoe.com/images/icon-image/service-icon2.png	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/icon-image/service-icon2.png	(from http://www.dantata-sawoe.com/)
15:45:46	228/228	---M--	302	error ('Found')	text/html	date:Sat,%2018%20Nov%202023%2014:45:46%20GMT	http://www.dantata-sawoe.com/water-treatment.php	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/water-treatment.php	(from http://www.dantata-sawoe.com/)
15:45:47	3206/3206	---M--	200	added ('OK')	image/png	etag:%22c86-5ffbb165f134b%22	http://www.dantata-sawoe.com/images/footer-logo.png	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/footer-logo.png	(from http://www.dantata-sawoe.com/)
15:45:48	89475/89475	---M--	200	added ('OK')	application/javascript	etag:%2215d83-5ffbb40eeb850%22	http://www.dantata-sawoe.com/plugins/jQuery/jquery.min.js	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/jQuery/jquery.min.js	(from http://www.dantata-sawoe.com/)
15:45:50	63198/63198	---M--	200	added ('OK')	application/javascript	etag:%22f6de-5ffbb404de432%22	http://www.dantata-sawoe.com/plugins/bootstrap/bootstrap.min.js	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/bootstrap/bootstrap.min.js	(from http://www.dantata-sawoe.com/)
15:45:51	42863/42863	---M--	200	added ('OK')	application/javascript	etag:%22a76f-5ffbb414df2c6%22	http://www.dantata-sawoe.com/plugins/slick/slick.min.js	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/slick/slick.min.js	(from http://www.dantata-sawoe.com/)
15:45:51	1774/1774	---M--	200	added ('OK')	application/javascript	etag:%226ee-5ffbb4131aca9%22	http://www.dantata-sawoe.com/plugins/slick/slick-animation.min.js	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/slick/slick-animation.min.js	(from http://www.dantata-sawoe.com/)
15:45:52	29162/29162	---M--	200	added ('OK')	application/javascript	etag:%2271ea-5ffbb4085191a%22	http://www.dantata-sawoe.com/plugins/colorbox/jquery.colorbox.js	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/colorbox/jquery.colorbox.js	(from http://www.dantata-sawoe.com/)
15:45:53	19866/19866	---M--	200	added ('OK')	application/javascript	etag:%224d9a-5ffbb40f042d4%22	http://www.dantata-sawoe.com/plugins/shuffle/shuffle.min.js	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/shuffle/shuffle.min.js	(from http://www.dantata-sawoe.com/)
15:46:21	5172/5172	---M--	200	added ('OK')	application/javascript	etag:%221434-5ffbb40b1af10%22	http://www.dantata-sawoe.com/plugins/google-map/map.js	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/google-map/map.js	(from http://www.dantata-sawoe.com/)
15:46:22	6943/6943	---M--	200	added ('OK')	application/javascript	etag:%221b1f-5ffbb3fd30ab5%22	http://www.dantata-sawoe.com/js/script.js	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/js/script.js	(from http://www.dantata-sawoe.com/)
15:46:27	77444/77444	---M--	200	added ('OK')	text/html	etag:%2212e84-5ffbb4213c3a0%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-brands-400.woff2	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-brands-400.html	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:46:32	134878/134878	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220ede-5ffbb41ddd725%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-brands-400.eot	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-brands-400.eot	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:46:32	134878/134878	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220ede-5ffbb41ddd725%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-brands-400.eot?	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-brands-400d41d.eot	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:46:39	90872/90872	---M--	200	added ('OK')	text/html	etag:%22162f8-5ffbb420325b3%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-brands-400.woff	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-brands-401.html	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:46:45	134572/134572	---M--	200	added ('OK')	text/html	etag:%2220dac-5ffbb41f2be32%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-brands-400.ttf	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-brands-402.html	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:46:50	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-5ffbb4227018f%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-regular-400.eot	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-regular-400.eot	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:46:55	729325/729325	---M--	200	added ('OK')	image/svg+xml	etag:%22b20ed-5ffbb4234a97a%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-brands-400.svg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-brands-400.svg	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:46:55	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-5ffbb4227018f%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-regular-400.eot?	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-regular-400d41d.eot	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:46:56	13596/13596	---M--	200	added ('OK')	text/html	etag:%22351c-5ffbb425145dc%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-regular-400.woff2	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-regular-400.html	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:46:56	16800/16800	---M--	200	added ('OK')	text/html	etag:%2241a0-5ffbb424cc19c%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-regular-400.woff	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-regular-401.html	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:46:56	180166/180166	---MC-	200	added ('OK')	text/javascript	date:Sat,%2018%20Nov%202023%2014:46:10%20GMT	https://maps.googleapis.com/maps/api/js?key=AIzaSyCcABaamniA6OL5YvYSpB3pFMNrXwXnLwU	/home/megadriod/websites/Presentation/maps.googleapis.com/maps/api/jsb0c1	(from http://www.dantata-sawoe.com/)
15:47:03	34092/34092	---M--	200	added ('OK')	text/html	etag:%22852c-5ffbb42460ac6%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-regular-400.ttf	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-regular-402.html	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:47:06	144322/144322	---M--	200	added ('OK')	image/svg+xml	etag:%22233c2-5ffbb423bf8ae%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-regular-400.svg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-regular-400.svg	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:47:13	204866/204866	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2232042-5ffbb4264aac9%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-solid-900.eot	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-solid-900.eot	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:47:19	80328/80328	---M--	200	added ('OK')	text/html	etag:%22139c8-5ffbb429eaa25%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-solid-900.woff2	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-solid-900.html	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:47:19	204866/204866	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2232042-5ffbb4264aac9%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-solid-900.eot?	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-solid-900d41d.eot	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:47:20	104252/104252	---M--	200	added ('OK')	text/html	etag:%221973c-5ffbb428d54a9%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-solid-900.woff	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-solid-901.html	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:47:27	204580/204580	---M--	200	added ('OK')	text/html	etag:%2231f24-5ffbb427aaba5%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-solid-900.ttf	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-solid-902.html	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:47:33	4178/4178	---M--	200	added ('OK')	image/gif	etag:%221052-5ffbb412763a5%22	http://www.dantata-sawoe.com/plugins/slick/ajax-loader.gif	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/slick/ajax-loader.gif	(from http://www.dantata-sawoe.com/plugins/slick/slick-theme.css)
15:47:39	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-5ffbb42d1e357%22	http://www.dantata-sawoe.com/plugins/slick/fonts/slick.eot	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/slick/fonts/slick.eot	(from http://www.dantata-sawoe.com/plugins/slick/slick-theme.css)
15:47:40	910710/910710	---M--	200	added ('OK')	image/svg+xml	etag:%22de576-5ffbb42991443%22	http://www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-solid-900.svg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/fontawesome/webfonts/fa-solid-900.svg	(from http://www.dantata-sawoe.com/plugins/fontawesome/css/all.min.css)
15:47:45	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-5ffbb42d1e357%22	http://www.dantata-sawoe.com/plugins/slick/fonts/slick.eot?	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/slick/fonts/slickd41d.eot	(from http://www.dantata-sawoe.com/plugins/slick/slick-theme.css)
15:47:51	1380/1380	---M--	200	added ('OK')	text/html	etag:%22564-5ffbb42dcfef6%22	http://www.dantata-sawoe.com/plugins/slick/fonts/slick.woff	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/slick/fonts/slick.html	(from http://www.dantata-sawoe.com/plugins/slick/slick-theme.css)
15:47:57	1892/1892	---M--	200	added ('OK')	text/html	etag:%22764-5ffbb42dc3047%22	http://www.dantata-sawoe.com/plugins/slick/fonts/slick.ttf	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/slick/fonts/slick-2.html	(from http://www.dantata-sawoe.com/plugins/slick/slick-theme.css)
15:48:03	2152/2152	---M--	200	added ('OK')	image/svg+xml	etag:%22868-5ffbb42d181ef%22	http://www.dantata-sawoe.com/plugins/slick/fonts/slick.svg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/slick/fonts/slick.svg	(from http://www.dantata-sawoe.com/plugins/slick/slick-theme.css)
15:48:04	196/196	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Nov%202023%2014:48:03%20GMT	http://www.dantata-sawoe.com/plugins/images/loading.gif	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/images/loading.50.delayed	(from http://www.dantata-sawoe.com/plugins/colorbox/colorbox.css)
15:48:04	2721/2721	---M--	200	added ('OK')	image/png	etag:%22aa1-5ffbb40747afa%22	http://www.dantata-sawoe.com/plugins/colorbox/controls.png	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/plugins/colorbox/controls.png	(from http://www.dantata-sawoe.com/plugins/colorbox/colorbox.css)
15:48:05	196/196	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Nov%202023%2014:48:05%20GMT	http://www.dantata-sawoe.com/images/preload.gif	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/preload.gif	(from http://www.dantata-sawoe.com/css/style.css)
15:48:06	43694/43694	---M--	200	added ('OK')	image/png	etag:%22aaae-5ffbb1646ebe4%22	http://www.dantata-sawoe.com/images/crossword.png	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/crossword.png	(from http://www.dantata-sawoe.com/css/style.css)
15:48:07	196/196	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Nov%202023%2014:48:07%20GMT	http://www.dantata-sawoe.com/images/parallax2.jpg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/parallax2.jpg	(from http://www.dantata-sawoe.com/css/style.css)
15:48:16	277918/277918	---M--	200	added ('OK')	image/jpeg	etag:%2243d9e-5ffbb171b6dbb%22	http://www.dantata-sawoe.com/images/banner/banner1.jpg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/banner/banner1.jpg	(from http://www.dantata-sawoe.com/about)
15:48:21	64981/64981	---M--	200	added ('OK')	image/jpeg	etag:%22fdd5-5ffbb18acd3c1%22	http://www.dantata-sawoe.com/images/directors/t1.jpg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/directors/t1.jpg	(from http://www.dantata-sawoe.com/board-of-directors)
15:48:38	45974/45974	---M--	200	added ('OK')	image/jpeg	etag:%22b396-600b233772946%22	http://www.dantata-sawoe.com/images/directors/t4.jpg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/directors/t4.jpg	(from http://www.dantata-sawoe.com/board-of-directors)
15:48:48	497723/497723	---M--	200	added ('OK')	image/jpeg	etag:%227983b-5ffbb192a6071%22	http://www.dantata-sawoe.com/images/directors/t2.jpg	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/images/directors/t2.jpg	(from http://www.dantata-sawoe.com/board-of-directors)
15:48:58	703409/703409	---M--	200	added ('OK')	application/pdf	etag:%22abbb1-5ffbb3fe85c12%22	http://www.dantata-sawoe.com/pdf/iso.pdf	/home/megadriod/websites/Presentation/www.dantata-sawoe.com/pdf/iso.pdf	(from http://www.dantata-sawoe.com/about)
